County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Polk County,IA,715,175,147,568,400,154,14,644.0,119.0,129.0,515.0,377.0,126.0,12.0,606.0,166.0,94.0,512.0,388.0,112.0,12.0,576.0,132.0,118.0,458.0,353.0,92.0,13.0,646.0,114.0,130.0,516.0,376.0,126.0,14.0,681.0,104.0,92.0,589.0,394.0,181.0,14.0,764.0,110.0,107.0,657.0,450.0,193.0,14.0,676.0,75.0,52.0,624.0,436.0,188.0,0.0,793.0,66.0,69.0,724.0,406.0,318.0,0.0,830.0,114.0,93.0,737.0,399.0,338.0,0.0,886.0,116.0,102.0,784.0,431.0,353.0,0.0,1149,1113,1060,977,938,910,879,858,827,799,792,21986.0,50969.0,494334.0,21295.0,49165.0,488661.0,22864.0,50072.0,484508.0,21234.0,48492.0,480175.0,21804.0,49379.0,476815.0,22223.0,48969.0,471026.0,23847.0,51725.0,465322.0,23268.0,53570.0,458358.0,25145.0,55972.0,450260.0,25384.0,57143.0,443463.0,123994.0,54642.0,436449.0,218486.0,13128.0,215016.0,12612.0,211392.0,12379.0,207688.0,12425.0,204110.0,12985.0,200593.0,12795.0,197248.0,13495.0,193987.0,12671.0,190705.0,12185.0,189320.0,12271.0,186938.0,12179.0,IA-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polk County,OR,1755,713,878,877,674,198,5,1683.0,615.0,878.0,805.0,531.0,259.0,15.0,1805.0,598.0,879.0,926.0,679.0,228.0,19.0,549.0,91.0,0.0,549.0,258.0,283.0,8.0,624.0,45.0,0.0,624.0,401.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299,1270,1219,1120,1043,994,927,870,828,795,796,4720.0,11070.0,87410.0,4249.0,10581.0,86433.0,4103.0,10140.0,85522.0,4269.0,10127.0,84325.0,4393.0,9972.0,82639.0,4939.0,10263.0,81189.0,5589.0,11214.0,79511.0,6137.0,11949.0,77785.0,5798.0,11916.0,76769.0,6029.0,12270.0,75484.0,27670.0,12727.0,74708.0,34867.0,1881.0,34446.0,1872.0,33916.0,1694.0,33406.0,1664.0,32572.0,1846.0,32104.0,1799.0,31762.0,2070.0,31403.0,2275.0,30859.0,2134.0,30651.0,2193.0,30445.0,2192.0,OR-504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portage County,OH,695,136,211,484,363,106,15,648.0,100.0,154.0,494.0,269.0,210.0,15.0,441.0,64.0,53.0,388.0,213.0,160.0,15.0,394.0,68.0,79.0,315.0,158.0,141.0,16.0,587.0,46.0,128.0,459.0,282.0,158.0,19.0,546.0,54.0,87.0,459.0,269.0,169.0,21.0,587.0,46.0,133.0,454.0,270.0,167.0,17.0,507.0,56.0,78.0,429.0,257.0,153.0,19.0,679.0,45.0,87.0,592.0,317.0,246.0,29.0,760.0,157.0,119.0,641.0,341.0,274.0,26.0,870.0,219.0,177.0,693.0,316.0,367.0,10.0,1064,1036,990,921,870,860,841,824,813,802,799,8599.0,18068.0,154676.0,7740.0,17567.0,154107.0,7883.0,17374.0,153784.0,7664.0,17159.0,153879.0,7629.0,17518.0,154816.0,9075.0,19808.0,154901.0,9511.0,20346.0,155187.0,10268.0,22493.0,154907.0,11246.0,23293.0,154946.0,12262.0,24219.0,155103.0,48371.0,24686.0,154763.0,71325.0,6076.0,71040.0,6480.0,70692.0,7104.0,70353.0,6981.0,69437.0,6652.0,69138.0,7321.0,68834.0,6841.0,68623.0,6415.0,68106.0,6521.0,67897.0,6842.0,67815.0,6773.0,OH-506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portage County,WI,3201,513,341,2860,2281,579,0,2940.0,332.0,268.0,2672.0,2100.0,570.0,2.0,3049.0,432.0,195.0,2854.0,2283.0,565.0,6.0,2420.0,278.0,129.0,2291.0,1745.0,541.0,5.0,2708.0,376.0,125.0,2583.0,1997.0,580.0,6.0,2875.0,340.0,94.0,2781.0,1966.0,809.0,6.0,3147.0,285.0,127.0,3020.0,1990.0,1023.0,7.0,3348.0,232.0,137.0,3211.0,2023.0,1181.0,7.0,3445.0,187.0,132.0,3313.0,1939.0,1367.0,7.0,3597.0,238.0,207.0,3390.0,1920.0,1463.0,7.0,3569.0,246.0,123.0,3446.0,1924.0,1515.0,7.0,940,903,876,830,782,776,743,708,664,675,664,3223.0,6863.0,68049.0,3265.0,6898.0,67483.0,3501.0,7011.0,67334.0,3480.0,7102.0,67194.0,3586.0,7337.0,67439.0,3937.0,8099.0,67209.0,4102.0,8427.0,67250.0,4158.0,8757.0,66949.0,4645.0,9454.0,67032.0,4818.0,10095.0,66928.0,21858.0,9861.0,66882.0,31746.0,2067.0,31496.0,1860.0,31265.0,1954.0,31072.0,2031.0,31147.0,2235.0,30911.0,2236.0,30775.0,2418.0,30633.0,2561.0,30374.0,2530.0,30287.0,2519.0,30224.0,2270.0,WI-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porter County,IN,4584,365,1138,3446,2733,700,13,4398.0,387.0,804.0,3594.0,2813.0,756.0,25.0,3688.0,371.0,597.0,3091.0,2545.0,526.0,20.0,3047.0,215.0,662.0,2385.0,1805.0,557.0,23.0,4037.0,271.0,780.0,3257.0,2499.0,735.0,23.0,3904.0,241.0,537.0,3367.0,2571.0,776.0,20.0,3576.0,244.0,443.0,3133.0,2288.0,822.0,23.0,3655.0,330.0,443.0,3212.0,2237.0,952.0,23.0,4179.0,427.0,561.0,3618.0,2287.0,1309.0,22.0,4197.0,488.0,472.0,3725.0,2265.0,1435.0,25.0,4081.0,365.0,329.0,3752.0,2385.0,1367.0,0.0,1219,1146,1092,1004,947,933,922,899,873,862,858,7936.0,16399.0,171232.0,7370.0,15723.0,170455.0,7514.0,15779.0,169516.0,7658.0,17017.0,168354.0,7511.0,15533.0,165213.0,8189.0,16249.0,164372.0,8474.0,16786.0,163858.0,8695.0,17954.0,163173.0,9007.0,17560.0,162961.0,9329.0,18850.0,162742.0,40265.0,18424.0,162110.0,72662.0,4023.0,72102.0,4053.0,71572.0,3627.0,70944.0,3935.0,69271.0,4118.0,68720.0,4203.0,68228.0,4259.0,67777.0,4526.0,67065.0,4636.0,66786.0,4683.0,66572.0,4879.0,IN-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portsmouth city,VA,123,34,52,71,63,8,0,117.0,22.0,40.0,77.0,68.0,9.0,0.0,120.0,27.0,21.0,99.0,91.0,8.0,0.0,92.0,40.0,16.0,76.0,68.0,8.0,0.0,149.0,14.0,36.0,113.0,89.0,24.0,0.0,119.0,8.0,11.0,108.0,84.0,24.0,0.0,135.0,13.0,28.0,107.0,81.0,26.0,0.0,151.0,12.0,55.0,96.0,67.0,29.0,0.0,169.0,12.0,45.0,124.0,81.0,43.0,0.0,174.0,32.0,47.0,127.0,91.0,36.0,0.0,160.0,13.0,43.0,117.0,69.0,48.0,0.0,1300,1266,1225,1116,1083,1048,1027,988,977,964,967,9026.0,16414.0,94660.0,9021.0,16612.0,94455.0,8809.0,16331.0,94087.0,8841.0,16062.0,93571.0,7641.0,14309.0,90855.0,7458.0,15312.0,91156.0,8290.0,15707.0,91565.0,7806.0,16302.0,92246.0,8628.0,16897.0,93094.0,8511.0,17000.0,93251.0,35649.0,16886.0,92838.0,43318.0,3030.0,43233.0,3555.0,43096.0,4134.0,42934.0,4381.0,40879.0,4229.0,40907.0,4537.0,40895.0,4424.0,40889.0,4273.0,41046.0,4206.0,40987.0,4230.0,40876.0,4112.0,VA-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pottawatomie County,OK,267,45,87,180,75,104,1,214.0,72.0,70.0,144.0,91.0,53.0,0.0,214.0,74.0,95.0,119.0,105.0,14.0,0.0,132.0,43.0,11.0,121.0,82.0,39.0,0.0,221.0,28.0,63.0,158.0,115.0,43.0,0.0,178.0,3.0,7.0,171.0,146.0,25.0,0.0,181.0,7.0,40.0,141.0,89.0,52.0,0.0,192.0,6.0,45.0,147.0,94.0,53.0,0.0,129.0,12.0,51.0,78.0,55.0,23.0,0.0,194.0,33.0,34.0,160.0,88.0,72.0,0.0,201.0,29.0,47.0,154.0,75.0,79.0,0.0,894,869,848,776,727,718,697,674,663,650,657,5181.0,11069.0,69663.0,5053.0,10879.0,69372.0,5154.0,10955.0,69282.0,4704.0,10195.0,69288.0,5073.0,10955.0,69402.0,5078.0,11177.0,69046.0,4895.0,11259.0,68877.0,4791.0,11581.0,68244.0,5209.0,12334.0,68033.0,5081.0,12288.0,67600.0,26996.0,12506.0,67156.0,30317.0,3390.0,30163.0,3582.0,30051.0,3629.0,29949.0,3712.0,29873.0,3807.0,29803.0,3886.0,29847.0,3844.0,29788.0,3863.0,29633.0,3695.0,29538.0,3542.0,29439.0,3406.0,OK-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pottawattamie County,IA,1621,301,297,1324,963,355,6,1733.0,342.0,308.0,1425.0,1035.0,381.0,9.0,1601.0,224.0,296.0,1305.0,906.0,387.0,12.0,1725.0,207.0,394.0,1331.0,879.0,439.0,13.0,1696.0,220.0,186.0,1510.0,1006.0,495.0,9.0,1379.0,215.0,89.0,1290.0,810.0,470.0,10.0,1721.0,133.0,128.0,1593.0,842.0,742.0,9.0,1792.0,107.0,50.0,1742.0,766.0,976.0,0.0,1923.0,101.0,65.0,1858.0,758.0,1100.0,0.0,1975.0,135.0,99.0,1876.0,737.0,1139.0,0.0,1939.0,112.0,65.0,1874.0,816.0,1058.0,0.0,1018,970,956,879,850,842,826,790,778,755,758,5123.0,11003.0,90758.0,4271.0,9885.0,90696.0,4795.0,10317.0,91067.0,4297.0,9922.0,91268.0,4457.0,9399.0,91118.0,3873.0,9765.0,91022.0,3945.0,10058.0,91005.0,3653.0,10191.0,90763.0,4058.0,10668.0,90729.0,4555.0,11779.0,90692.0,27896.0,11985.0,90805.0,40083.0,2441.0,40022.0,2491.0,39914.0,2752.0,39846.0,2882.0,40032.0,3157.0,39936.0,3137.0,39925.0,3044.0,39846.0,2920.0,39537.0,2857.0,39532.0,2849.0,39464.0,2849.0,IA-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potter County,TX,540,61,263,277,202,75,0,683.0,122.0,411.0,272.0,157.0,115.0,0.0,661.0,108.0,383.0,278.0,83.0,195.0,0.0,487.0,16.0,304.0,183.0,71.0,112.0,0.0,600.0,64.0,197.0,403.0,275.0,128.0,0.0,777.0,270.0,331.0,446.0,306.0,140.0,0.0,665.0,47.0,107.0,558.0,558.0,0.0,0.0,531.0,112.0,112.0,419.0,419.0,0.0,0.0,592.0,85.0,20.0,572.0,516.0,56.0,0.0,478.0,69.0,6.0,472.0,398.0,74.0,0.0,451.0,86.0,3.0,448.0,369.0,79.0,0.0,1022,989,943,876,825,803,784,747,720,716,707,10503.0,22778.0,109370.0,9719.0,23024.0,110270.0,9809.0,23029.0,111208.0,9347.0,22947.0,112210.0,8719.0,22350.0,111455.0,8527.0,22979.0,112681.0,8709.0,22887.0,113740.0,9367.0,24720.0,114104.0,10140.0,25187.0,114870.0,10090.0,25466.0,115574.0,57367.0,25941.0,115986.0,49390.0,6809.0,49133.0,6770.0,48952.0,6128.0,48792.0,5689.0,50174.0,6217.0,49951.0,5571.0,49656.0,5712.0,49395.0,5942.0,48997.0,5843.0,48557.0,5330.0,48152.0,5150.0,TX-611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince George's County,MD,650,73,108,542,378,164,0,595.0,42.0,102.0,493.0,338.0,155.0,0.0,533.0,55.0,53.0,480.0,351.0,129.0,0.0,535.0,81.0,68.0,467.0,323.0,144.0,0.0,466.0,21.0,91.0,375.0,229.0,146.0,0.0,447.0,46.0,73.0,374.0,233.0,141.0,0.0,478.0,19.0,85.0,393.0,227.0,166.0,0.0,525.0,35.0,88.0,437.0,240.0,197.0,0.0,544.0,20.0,102.0,442.0,251.0,191.0,0.0,625.0,43.0,153.0,472.0,228.0,244.0,0.0,659.0,56.0,179.0,480.0,255.0,225.0,0.0,1799,1761,1713,1593,1494,1475,1434,1385,1337,1294,1276,50896.0,101609.0,937096.0,47332.0,95468.0,933273.0,43909.0,89651.0,935601.0,43227.0,86359.0,935655.0,37611.0,76405.0,889025.0,37137.0,75341.0,888369.0,37167.0,78590.0,885967.0,38630.0,82328.0,885531.0,38798.0,84744.0,877560.0,39290.0,84018.0,871724.0,211287.0,84091.0,862881.0,365506.0,17762.0,362440.0,17854.0,359176.0,18119.0,356061.0,18695.0,334407.0,18773.0,333041.0,21698.0,331272.0,22423.0,330326.0,23632.0,330708.0,23997.0,329897.0,24287.0,329350.0,24235.0,MD-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince William County,VA,345,49,89,256,228,28,0,326.0,33.0,73.0,253.0,226.0,27.0,0.0,241.0,34.0,27.0,214.0,187.0,27.0,0.0,282.0,55.0,42.0,240.0,216.0,24.0,0.0,326.0,53.0,102.0,224.0,189.0,35.0,0.0,280.0,24.0,37.0,243.0,172.0,71.0,0.0,374.0,82.0,113.0,261.0,176.0,85.0,0.0,400.0,76.0,116.0,284.0,168.0,116.0,0.0,400.0,57.0,88.0,312.0,173.0,139.0,0.0,409.0,70.0,90.0,319.0,195.0,124.0,0.0,445.0,59.0,98.0,347.0,206.0,141.0,0.0,2067,2002,1907,1806,1738,1713,1675,1620,1581,1547,1532,14909.0,29884.0,483038.0,14800.0,29306.0,478461.0,14388.0,28768.0,475568.0,12285.0,27324.0,471165.0,12902.0,28066.0,460817.0,14136.0,30294.0,455747.0,14059.0,30520.0,451060.0,13114.0,30938.0,445147.0,13487.0,30869.0,438199.0,11039.0,28739.0,432147.0,75074.0,27593.0,423575.0,161852.0,5054.0,160256.0,5647.0,158642.0,6026.0,156845.0,6357.0,150283.0,6124.0,148874.0,6874.0,147480.0,7007.0,145961.0,6655.0,144314.0,6212.0,142786.0,5992.0,141002.0,6265.0,VA-604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Providence County,RI,2442,936,534,1908,1738,170,0,1810.0,629.0,334.0,1476.0,1289.0,187.0,0.0,1577.0,497.0,248.0,1329.0,1152.0,177.0,0.0,1267.0,357.0,181.0,1086.0,869.0,217.0,0.0,1104.0,226.0,108.0,996.0,742.0,254.0,0.0,1055.0,198.0,71.0,984.0,743.0,241.0,0.0,1101.0,264.0,51.0,1050.0,739.0,311.0,0.0,1180.0,240.0,69.0,1111.0,807.0,304.0,0.0,1160.0,144.0,37.0,1123.0,822.0,301.0,0.0,1111.0,130.0,36.0,1075.0,743.0,332.0,0.0,1190.0,204.0,20.0,1170.0,803.0,345.0,22.0,1312,1242,1161,1062,989,967,945,923,900,887,884,42722.0,85582.0,638358.0,38247.0,82273.0,631780.0,38709.0,85858.0,630289.0,36389.0,85628.0,630220.0,34508.0,85453.0,610132.0,37070.0,92879.0,610010.0,40149.0,98661.0,609204.0,42089.0,101489.0,608324.0,44554.0,104178.0,605420.0,47355.0,107120.0,604585.0,223887.0,108246.0,602792.0,277740.0,18530.0,277117.0,20612.0,276370.0,22735.0,275352.0,25760.0,266624.0,25738.0,266330.0,28359.0,265991.0,27820.0,265807.0,27342.0,263549.0,26090.0,263890.0,25606.0,264048.0,26398.0,RI-500,0.0,0.0,0.0,551157.0,2154584.0,3989330.0,7664476.0,8099399.0,10405306.0,11463583.0,15726763.0
Pueblo County,CO,2395,767,1342,1053,675,378,0,2201.0,796.0,1342.0,859.0,553.0,306.0,0.0,1315.0,485.0,528.0,787.0,472.0,315.0,0.0,1295.0,531.0,528.0,767.0,454.0,313.0,0.0,1638.0,579.0,798.0,840.0,525.0,315.0,0.0,2302.0,693.0,798.0,1504.0,1043.0,461.0,0.0,3989.0,797.0,2508.0,1481.0,932.0,549.0,0.0,4019.0,807.0,2508.0,1511.0,972.0,539.0,0.0,3520.0,703.0,1831.0,1689.0,958.0,731.0,0.0,3545.0,744.0,1831.0,1714.0,937.0,777.0,0.0,2188.0,493.0,1005.0,1183.0,674.0,509.0,0.0,1111,1059,967,884,853,829,803,788,783,774,761,11539.0,23987.0,164306.0,11109.0,25321.0,164201.0,11911.0,27274.0,163989.0,12315.0,28091.0,163654.0,11935.0,28840.0,163515.0,12745.0,30591.0,161900.0,12897.0,30467.0,160305.0,12628.0,31467.0,158873.0,12386.0,31907.0,157795.0,12109.0,31017.0,156889.0,66062.0,30102.0,156001.0,73646.0,5123.0,73031.0,5215.0,72364.0,5274.0,71821.0,5379.0,71284.0,6078.0,71223.0,6909.0,70928.0,7166.0,70618.0,7129.0,70086.0,7187.0,69959.0,7071.0,69784.0,6955.0,CO-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pulaski County,AR,1016,694,464,552,410,142,0,773.0,511.0,464.0,309.0,227.0,82.0,0.0,859.0,290.0,496.0,363.0,291.0,72.0,0.0,401.0,149.0,0.0,401.0,233.0,168.0,0.0,1186.0,272.0,573.0,613.0,484.0,129.0,0.0,1066.0,296.0,573.0,493.0,292.0,201.0,0.0,1081.0,232.0,550.0,531.0,335.0,196.0,0.0,1006.0,226.0,550.0,456.0,316.0,140.0,0.0,808.0,208.0,339.0,469.0,288.0,181.0,0.0,830.0,220.0,339.0,491.0,254.0,237.0,0.0,1074.0,350.0,503.0,571.0,342.0,229.0,0.0,1080,1036,985,917,875,861,841,825,794,779,779,33898.0,65446.0,391984.0,31350.0,63472.0,391326.0,30744.0,64768.0,391159.0,29122.0,61978.0,391464.0,29267.0,60882.0,386131.0,32384.0,64988.0,386238.0,31495.0,65935.0,387158.0,31970.0,67056.0,386698.0,32736.0,69467.0,386191.0,32020.0,67908.0,385137.0,143492.0,64811.0,383099.0,193408.0,20999.0,192085.0,22632.0,190782.0,23014.0,189271.0,24574.0,185460.0,23808.0,184319.0,26268.0,183437.0,26354.0,182288.0,26853.0,181232.0,25792.0,179916.0,25676.0,178659.0,25336.0,AR-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putnam County,FL,752,232,444,308,270,38,0,1006.0,119.0,698.0,308.0,260.0,48.0,0.0,925.0,223.0,587.0,338.0,282.0,56.0,0.0,677.0,179.0,364.0,313.0,264.0,49.0,0.0,880.0,225.0,601.0,279.0,219.0,60.0,0.0,804.0,261.0,498.0,306.0,251.0,55.0,0.0,756.0,272.0,433.0,323.0,272.0,51.0,0.0,819.0,291.0,446.0,373.0,304.0,69.0,0.0,844.0,265.0,425.0,419.0,291.0,128.0,0.0,870.0,395.0,553.0,317.0,129.0,188.0,0.0,1256.0,471.0,888.0,368.0,161.0,207.0,0.0,906,902,844,753,742,728,708,679,672,665,655,7358.0,17328.0,73986.0,7323.0,17409.0,72925.0,6844.0,16506.0,72237.0,6679.0,17014.0,71787.0,6649.0,16235.0,72345.0,7342.0,16932.0,71761.0,7397.0,17653.0,71161.0,8205.0,19546.0,70789.0,8233.0,19120.0,70824.0,8188.0,20397.0,71192.0,37902.0,19019.0,71707.0,37065.0,5705.0,36614.0,5964.0,36183.0,6401.0,36133.0,6959.0,37497.0,7675.0,37415.0,8472.0,37284.0,9020.0,37251.0,9300.0,36681.0,9375.0,36824.0,9141.0,36961.0,9119.0,FL-508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putnam County,NY,948,79,64,884,883,1,0,687.0,142.0,48.0,639.0,638.0,1.0,0.0,606.0,82.0,41.0,565.0,562.0,3.0,0.0,341.0,40.0,10.0,331.0,311.0,20.0,0.0,463.0,45.0,21.0,442.0,387.0,55.0,0.0,527.0,55.0,5.0,522.0,510.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775,1824,1691,1544,1489,1453,1387,1334,1307,1234,1234,4151.0,6900.0,97023.0,3521.0,6331.0,96778.0,3287.0,6129.0,96699.0,3010.0,5842.0,96570.0,2864.0,5440.0,97270.0,2501.0,4847.0,97312.0,2490.0,5191.0,97654.0,2409.0,4719.0,98063.0,2489.0,5061.0,98085.0,2588.0,5212.0,98228.0,15354.0,5476.0,98488.0,38450.0,2905.0,38369.0,3315.0,38323.0,3420.0,38313.0,3662.0,38652.0,3737.0,38620.0,3766.0,38605.0,3758.0,38578.0,4262.0,38321.0,4219.0,38289.0,4199.0,38313.0,4149.0,NY-525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Putnam County,TN,594,122,322,272,260,12,0,613.0,126.0,407.0,206.0,190.0,16.0,0.0,382.0,57.0,226.0,156.0,150.0,6.0,0.0,382.0,44.0,227.0,155.0,136.0,19.0,0.0,332.0,0.0,93.0,239.0,223.0,16.0,0.0,273.0,24.0,65.0,208.0,167.0,41.0,0.0,258.0,9.0,46.0,212.0,194.0,18.0,0.0,252.0,25.0,84.0,168.0,165.0,3.0,0.0,249.0,30.0,62.0,187.0,161.0,26.0,0.0,362.0,36.0,186.0,176.0,91.0,85.0,0.0,342.0,31.0,158.0,184.0,109.0,75.0,0.0,908,881,842,779,735,715,678,652,632,616,607,7250.0,14501.0,78926.0,6943.0,13172.0,77737.0,6296.0,12497.0,76568.0,5581.0,12265.0,75476.0,5697.0,13345.0,75126.0,6532.0,14041.0,74114.0,7105.0,14310.0,73248.0,8891.0,16843.0,72402.0,8701.0,17180.0,71571.0,9555.0,17830.0,70665.0,33551.0,17687.0,70150.0,36506.0,2905.0,35991.0,2934.0,35507.0,2774.0,35033.0,3100.0,34876.0,3099.0,34336.0,2912.0,33886.0,2776.0,33444.0,2820.0,32947.0,2847.0,32648.0,2927.0,32377.0,2954.0,TN-506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queens County,NY,140134,4280,4397,135737,132892,2808,37,88025.0,4891.0,4085.0,83940.0,81108.0,2793.0,39.0,61840.0,5529.0,3455.0,58385.0,55677.0,2669.0,39.0,68358.0,6621.0,2383.0,65975.0,63213.0,2723.0,39.0,77943.0,6460.0,3904.0,74039.0,70875.0,3125.0,39.0,78604.0,6226.0,3622.0,74982.0,72123.0,2819.0,40.0,78676.0,6336.0,3711.0,74965.0,72187.0,2742.0,36.0,76501.0,5755.0,3936.0,72565.0,69605.0,2923.0,37.0,73523.0,4294.0,2838.0,70685.0,66800.0,3749.0,136.0,75323.0,5830.0,3183.0,72140.0,67378.0,4624.0,138.0,67810.0,5873.0,3357.0,64453.0,59127.0,5185.0,141.0,1956,1915,1847,1711,1629,1583,1520,1456,1401,1367,1350,139990.0,296381.0,2296816.0,128071.0,282195.0,2303679.0,120768.0,272926.0,2334022.0,116980.0,270107.0,2366297.0,108393.0,260191.0,2243611.0,113970.0,276447.0,2259939.0,120568.0,295165.0,2272240.0,129863.0,317142.0,2313290.0,134176.0,334149.0,2284528.0,137059.0,343834.0,2275823.0,795773.0,344920.0,2255875.0,910206.0,69203.0,903598.0,75368.0,896825.0,79966.0,889744.0,82276.0,864790.0,81428.0,859529.0,80597.0,855716.0,76482.0,850422.0,72518.0,846689.0,67385.0,844189.0,63545.0,841367.0,61298.0,NY-600,61029562.0,62131893.0,62090103.0,63475738.0,61577685.0,66399715.0,124630884.0,138857731.0,144669725.0,207604597.0,167552940.0
